run_idx,repeat,query,query_category,source,source_name,source_status,recipes_found,success,has_403,latency_ms,fallback_external_used,fallback_mirror_used,source_unavailable,http_statuses
249,5,chocolate cake,dessert,serious,Serious Eats,temporarily_unavailable,0,0,1,3300.010899984045,0,1,1,[403]
250,5,beef stew,main,bbc,BBC Food,ok,1,1,0,2365.1254999858793,0,0,0,[200]
251,5,beef stew,main,simply,Simply Recipes,temporarily_unavailable,0,0,1,3942.2327000065707,0,1,1,[403]
252,5,beef stew,main,serious,Serious Eats,temporarily_unavailable,0,0,1,4966.688900021836,0,1,1,[403]
253,5,mushroom soup,main,bbc,BBC Food,ok,1,1,0,2489.8535999818705,0,0,0,[200]
254,5,mushroom soup,main,simply,Simply Recipes,temporarily_unavailable,0,0,1,3428.4640999976546,0,1,1,[403]
255,5,mushroom soup,main,serious,Serious Eats,temporarily_unavailable,0,0,1,3299.548099981621,0,1,1,[403]
256,5,salmon,main,bbc,BBC Food,ok,1,1,0,2536.6416000179015,0,0,0,[200]
257,5,salmon,main,simply,Simply Recipes,temporarily_unavailable,0,0,1,5394.138500007102,0,1,1,[403]
258,5,salmon,main,serious,Serious Eats,temporarily_unavailable,0,0,1,4568.390200001886,0,1,1,[403]
259,5,lentil dal,main,bbc,BBC Food,ok,1,1,0,2637.874700012617,0,0,0,[200]
260,5,lentil dal,main,simply,Simply Recipes,temporarily_unavailable,0,0,1,3992.5217000127304,0,1,1,[403]
261,5,lentil dal,main,serious,Serious Eats,temporarily_unavailable,0,0,1,3290.514799999073,0,1,1,[403]
262,5,apple pie,dessert,bbc,BBC Food,ok,1,1,0,2499.4047000072896,0,0,0,[200]
263,5,apple pie,dessert,simply,Simply Recipes,temporarily_unavailable,0,0,1,3986.4152999944054,0,1,1,[403]
264,5,apple pie,dessert,serious,Serious Eats,temporarily_unavailable,0,0,1,4604.729800019413,0,1,1,[403]
265,5,lasagne,main,bbc,BBC Food,ok,1,1,0,2602.830699994229,0,0,0,[200]
266,5,lasagne,main,simply,Simply Recipes,temporarily_unavailable,0,0,1,5806.481600011466,0,1,1,[403]
267,5,lasagne,main,serious,Serious Eats,temporarily_unavailable,0,0,1,5071.378900000127,0,1,1,[403]
268,5,thai curry,main,bbc,BBC Food,ok,1,1,0,2685.8577000093646,0,0,0,[200]
269,5,thai curry,main,simply,Simply Recipes,temporarily_unavailable,0,0,1,4551.34679999901,0,1,1,[403]
270,5,thai curry,main,serious,Serious Eats,temporarily_unavailable,0,0,1,3455.6463999906555,0,1,1,[403]
271,5,brownies,dessert,bbc,BBC Food,ok,1,1,0,2552.26650001714,0,0,0,[200]
272,5,brownies,dessert,simply,Simply Recipes,temporarily_unavailable,0,0,1,3719.777199992677,0,1,1,[403]
273,5,brownies,dessert,serious,Serious Eats,temporarily_unavailable,0,0,1,3560.024800011888,0,1,1,[403]
274,5,risotto,main,bbc,BBC Food,ok,1,1,0,2453.0156000109855,0,0,0,[200]
275,5,risotto,main,simply,Simply Recipes,temporarily_unavailable,0,0,1,3377.624700020533,0,1,1,[403]
276,5,risotto,main,serious,Serious Eats,temporarily_unavailable,0,0,1,5163.268700009212,0,1,1,[403]
277,5,vegan burger,main,bbc,BBC Food,ok,1,1,0,2387.0335999818053,0,0,0,[200]
278,5,vegan burger,main,simply,Simply Recipes,temporarily_unavailable,0,0,1,3585.1811000029556,0,1,1,[403]
279,5,vegan burger,main,serious,Serious Eats,temporarily_unavailable,0,0,1,3721.8738999799825,0,1,1,[403]
280,5,banana bread,dessert,bbc,BBC Food,ok,1,1,0,2936.636400001589,0,0,0,[200]
281,5,banana bread,dessert,simply,Simply Recipes,temporarily_unavailable,0,0,1,3398.228799982462,0,1,1,[403]
282,5,banana bread,dessert,serious,Serious Eats,temporarily_unavailable,0,0,1,3944.306499994127,0,1,1,[403]
283,5,roast chicken,main,bbc,BBC Food,ok,1,1,0,2487.602999986848,0,0,0,[200]
284,5,roast chicken,main,simply,Simply Recipes,temporarily_unavailable,0,0,1,3331.177000014577,0,1,1,[403]
285,5,roast chicken,main,serious,Serious Eats,temporarily_unavailable,0,0,1,3925.6865000061225,0,1,1,[403]
286,5,tacos,main,bbc,BBC Food,ok,1,1,0,2554.5907999912743,0,0,0,[200]
287,5,tacos,main,simply,Simply Recipes,temporarily_unavailable,0,0,1,3438.359699997818,0,1,1,[403]
288,5,tacos,main,serious,Serious Eats,temporarily_unavailable,0,0,1,3516.1662999889813,0,1,1,[403]
289,5,pancakes,breakfast,bbc,BBC Food,ok,1,1,0,2452.10969998152,0,0,0,[200]
290,5,pancakes,breakfast,simply,Simply Recipes,temporarily_unavailable,0,0,1,3153.4365999978036,0,1,1,[403]
291,5,pancakes,breakfast,serious,Serious Eats,temporarily_unavailable,0,0,1,3436.7135999782477,0,1,1,[403]
292,5,omelette,breakfast,bbc,BBC Food,ok,1,1,0,3100.2087000233587,0,0,0,[200]
293,5,omelette,breakfast,simply,Simply Recipes,temporarily_unavailable,0,0,1,3959.8904000013135,0,1,1,[403]
294,5,omelette,breakfast,serious,Serious Eats,temporarily_unavailable,0,0,1,3696.3504999876022,0,1,1,[403]
295,5,ramen,main,bbc,BBC Food,ok,1,1,0,2707.2711999935564,0,0,0,[200]
296,5,ramen,main,simply,Simply Recipes,temporarily_unavailable,0,0,1,3787.993300007656,0,1,1,[403]
297,5,ramen,main,serious,Serious Eats,temporarily_unavailable,0,0,1,3311.4395000156946,0,1,1,[403]
298,5,stir fry,main,bbc,BBC Food,ok,1,1,0,2479.899199999636,0,0,0,[200]
299,5,stir fry,main,simply,Simply Recipes,temporarily_unavailable,0,0,1,3719.986500014784,0,1,1,[403]
300,5,stir fry,main,serious,Serious Eats,temporarily_unavailable,0,0,1,3531.3242999836802,0,1,1,[403]
