source_a,source_b,odds_ratio,or_ci_low,or_ci_high
bbc,simply,205.0,9.89412629769853,4247.469532481653
bbc,serious,150.33333333333334,7.538831578698426,2997.8267686692348
simply,serious,0.7058823529411765,0.13620750734515846,3.6581676436609625
