run_idx,repeat,query,query_category,source,source_name,source_status,recipes_found,success,has_403,latency_ms,fallback_external_used,fallback_mirror_used,source_unavailable,http_statuses
1,1,chicken curry,main,bbc,BBC Food,ok,1,1,0,2806.0713000013493,0,0,0,[200]
2,1,chicken curry,main,simply,Simply Recipes,temporarily_unavailable,0,0,1,3690.269200014882,0,1,1,[403]
3,1,chicken curry,main,serious,Serious Eats,temporarily_unavailable,0,0,1,3722.179000003962,0,1,1,[403]
