source,trials,success_rate,success_ci_low,success_ci_high,availability_rate,availability_ci_low,availability_ci_high,rate_403,source_unavailable_rate,fallback_activation_rate,fallback_ci_low,fallback_ci_high,recipes_mean,recipes_median,recipes_mean_ci_low,recipes_mean_ci_high,recipes_median_ci_low,recipes_median_ci_high,latency_p50_ms,latency_p95_ms,latency_median_ci_low,latency_median_ci_high
bbc,8,1.0,0.6755924351161198,1.0,1.0,0.6755924351161198,1.0,0.0,0.0,0.0,0.0,0.32440756488388034,2.0,2.0,2.0,2.0,2.0,2.0,6359.25844999997,6726.437654999983,6066.074499999786,6613.419099999874
bbcgoodfood,8,1.0,0.6755924351161198,1.0,1.0,0.6755924351161198,1.0,0.0,0.0,0.0,0.0,0.32440756488388034,2.0,2.0,2.0,2.0,2.0,2.0,6477.623499999936,7112.96013999995,5784.118600000056,7088.901299999861
foodafactoflife,8,1.0,0.6755924351161198,1.0,1.0,0.6755924351161198,1.0,0.0,0.0,0.0,0.0,0.32440756488388034,1.5,1.5,1.125,1.875,1.0,2.0,5774.422000000072,7168.071044999965,4445.415400000002,7018.846043749937
ocado,8,1.0,0.6755924351161198,1.0,1.0,0.6755924351161198,1.0,0.0,0.0,0.0,0.0,0.32440756488388034,2.0,2.0,2.0,2.0,2.0,2.0,6776.286249999998,7653.722494999943,6422.601600000007,7313.759349999941
realfooddietitians,8,1.0,0.6755924351161198,1.0,1.0,0.6755924351161198,1.0,0.0,0.0,0.0,0.0,0.32440756488388034,2.0,2.0,2.0,2.0,2.0,2.0,7620.274050000035,9067.666305000079,6730.105999999978,8829.024200000049
tomkerridge,8,1.0,0.6755924351161198,1.0,1.0,0.6755924351161198,1.0,0.0,0.0,0.0,0.0,0.32440756488388034,1.875,2.0,1.625,2.0,2.0,2.0,7798.3264000000645,8365.164010000102,7263.0931999999575,8285.046700000066
