run_idx,repeat,query,query_category,source,source_name,source_status,recipes_found,success,has_403,latency_ms,fallback_external_used,fallback_mirror_used,source_unavailable,http_statuses
47,1,tacos,main,simply,Simply Recipes,temporarily_unavailable,0,0,1,3630.5428000050597,0,1,1,[403]
48,1,tacos,main,serious,Serious Eats,temporarily_unavailable,0,0,1,3916.365400014911,0,1,1,[403]
49,1,pancakes,breakfast,bbc,BBC Food,ok,1,1,0,3322.8248999803327,0,0,0,[200]
50,1,pancakes,breakfast,simply,Simply Recipes,temporarily_unavailable,0,0,1,3239.2578000144567,0,1,1,[403]
51,1,pancakes,breakfast,serious,Serious Eats,temporarily_unavailable,0,0,1,3079.8687000060454,0,1,1,[403]
52,1,omelette,breakfast,bbc,BBC Food,ok,1,1,0,2087.6990999968257,0,0,0,[200]
53,1,omelette,breakfast,simply,Simply Recipes,temporarily_unavailable,0,0,1,3288.3347000170033,0,1,1,[403]
54,1,omelette,breakfast,serious,Serious Eats,temporarily_unavailable,0,0,1,3956.121900002472,0,1,1,[403]
55,1,ramen,main,bbc,BBC Food,ok,1,1,0,2869.0717999998014,0,0,0,[200]
56,1,ramen,main,simply,Simply Recipes,temporarily_unavailable,0,0,1,3745.0432000041474,0,1,1,[403]
57,1,ramen,main,serious,Serious Eats,temporarily_unavailable,0,0,1,3439.7336000110954,0,1,1,[403]
58,1,stir fry,main,bbc,BBC Food,ok,1,1,0,3163.810400001239,0,0,0,[200]
59,1,stir fry,main,simply,Simply Recipes,temporarily_unavailable,0,0,1,3317.1387999900617,0,1,1,[403]
60,1,stir fry,main,serious,Serious Eats,temporarily_unavailable,0,0,1,3321.241199999349,0,1,1,[403]
61,2,chicken curry,main,bbc,BBC Food,ok,1,1,0,2252.5138999917544,0,0,0,[200]
62,2,chicken curry,main,simply,Simply Recipes,temporarily_unavailable,0,0,1,3695.7908000040334,0,1,1,[403]
63,2,chicken curry,main,serious,Serious Eats,temporarily_unavailable,0,0,1,3927.550299995346,0,1,1,[403]
64,2,vegetarian pasta,main,bbc,BBC Food,ok,1,1,0,1997.6752999937162,0,0,0,[200]
65,2,vegetarian pasta,main,simply,Simply Recipes,temporarily_unavailable,0,0,1,4052.3782999953255,0,1,1,[403]
66,2,vegetarian pasta,main,serious,Serious Eats,temporarily_unavailable,0,0,1,3520.474099990679,0,1,1,[403]
67,2,chocolate cake,dessert,bbc,BBC Food,ok,1,1,0,1533.832099987194,0,0,0,[200]
68,2,chocolate cake,dessert,simply,Simply Recipes,temporarily_unavailable,0,0,1,3110.6946999789216,0,1,1,[403]
69,2,chocolate cake,dessert,serious,Serious Eats,temporarily_unavailable,0,0,1,3694.10570000764,0,1,1,[403]
70,2,beef stew,main,bbc,BBC Food,ok,1,1,0,2579.6693000011146,0,0,0,[200]
71,2,beef stew,main,simply,Simply Recipes,temporarily_unavailable,0,0,1,3088.222099991981,0,1,1,[403]
72,2,beef stew,main,serious,Serious Eats,temporarily_unavailable,0,0,1,3342.2101000032853,0,1,1,[403]
73,2,mushroom soup,main,bbc,BBC Food,ok,1,1,0,2862.6425999973435,0,0,0,[200]
74,2,mushroom soup,main,simply,Simply Recipes,temporarily_unavailable,0,0,1,5059.40230001579,0,1,1,[403]
75,2,mushroom soup,main,serious,Serious Eats,temporarily_unavailable,0,0,1,4094.003700010944,0,1,1,[403]
76,2,salmon,main,bbc,BBC Food,ok,1,1,0,2080.7222000148613,0,0,0,[200]
77,2,salmon,main,simply,Simply Recipes,temporarily_unavailable,0,0,1,3696.0473000071943,0,1,1,[403]
78,2,salmon,main,serious,Serious Eats,temporarily_unavailable,0,0,1,3621.8239000008907,0,1,1,[403]
79,2,lentil dal,main,bbc,BBC Food,ok,1,1,0,2349.631999997655,0,0,0,[200]
80,2,lentil dal,main,simply,Simply Recipes,temporarily_unavailable,0,0,1,3113.362900010543,0,1,1,[403]
81,2,lentil dal,main,serious,Serious Eats,temporarily_unavailable,0,0,1,3986.364600015804,0,1,1,[403]
82,2,apple pie,dessert,bbc,BBC Food,ok,1,1,0,2899.517999991076,0,0,0,[200]
83,2,apple pie,dessert,simply,Simply Recipes,temporarily_unavailable,0,0,1,3884.9883999791928,0,1,1,[403]
84,2,apple pie,dessert,serious,Serious Eats,temporarily_unavailable,0,0,1,3280.5877000209875,0,1,1,[403]
85,2,lasagne,main,bbc,BBC Food,ok,1,1,0,2129.200800001854,0,0,0,[200]
86,2,lasagne,main,simply,Simply Recipes,temporarily_unavailable,0,0,1,5944.772300019395,0,1,1,[403]
87,2,lasagne,main,serious,Serious Eats,temporarily_unavailable,0,0,1,5703.1681000080425,0,1,1,[403]
88,2,thai curry,main,bbc,BBC Food,ok,1,1,0,2314.336099982029,0,0,0,[200]
89,2,thai curry,main,simply,Simply Recipes,temporarily_unavailable,0,0,1,3687.58820000221,0,1,1,[403]
90,2,thai curry,main,serious,Serious Eats,temporarily_unavailable,0,0,1,3245.621599984588,0,1,1,[403]
91,2,brownies,dessert,bbc,BBC Food,ok,1,1,0,2793.7022000260185,0,0,0,[200]
92,2,brownies,dessert,simply,Simply Recipes,temporarily_unavailable,0,0,1,3769.6751999901608,0,1,1,[403]
93,2,brownies,dessert,serious,Serious Eats,temporarily_unavailable,0,0,1,3539.4474000204355,0,1,1,[403]
94,2,risotto,main,bbc,BBC Food,ok,1,1,0,1683.318600000348,0,0,0,[200]
95,2,risotto,main,simply,Simply Recipes,temporarily_unavailable,0,0,1,3041.530899994541,0,1,1,[403]
96,2,risotto,main,serious,Serious Eats,temporarily_unavailable,0,0,1,3985.791100014467,0,1,1,[403]
97,2,vegan burger,main,bbc,BBC Food,ok,1,1,0,4114.456600014819,0,0,0,[200]
98,2,vegan burger,main,simply,Simply Recipes,temporarily_unavailable,0,0,1,3505.5311000032816,0,1,1,[403]
99,2,vegan burger,main,serious,Serious Eats,temporarily_unavailable,0,0,1,3075.0959999859333,0,1,1,[403]
100,2,banana bread,dessert,bbc,BBC Food,ok,1,1,0,3201.6658000065945,0,0,0,[200]
101,2,banana bread,dessert,simply,Simply Recipes,temporarily_unavailable,0,0,1,3143.7475999991875,0,1,1,[403]
102,2,banana bread,dessert,serious,Serious Eats,temporarily_unavailable,0,0,1,3582.8936000179965,0,1,1,[403]
103,2,roast chicken,main,bbc,BBC Food,ok,1,1,0,2257.478900020942,0,0,0,[200]
104,2,roast chicken,main,simply,Simply Recipes,temporarily_unavailable,0,0,1,3774.930999992648,0,1,1,[403]
105,2,roast chicken,main,serious,Serious Eats,temporarily_unavailable,0,0,1,3111.6428000095766,0,1,1,[403]
106,2,tacos,main,bbc,BBC Food,ok,1,1,0,2449.894699995639,0,0,0,[200]
107,2,tacos,main,simply,Simply Recipes,temporarily_unavailable,0,0,1,3525.337099999888,0,1,1,[403]
108,2,tacos,main,serious,Serious Eats,temporarily_unavailable,0,0,1,3931.2790000112727,0,1,1,[403]
109,2,pancakes,breakfast,bbc,BBC Food,ok,1,1,0,2025.741100020241,0,0,0,[200]
110,2,pancakes,breakfast,simply,Simply Recipes,temporarily_unavailable,0,0,1,3564.0499999863096,0,1,1,[403]
111,2,pancakes,breakfast,serious,Serious Eats,temporarily_unavailable,0,0,1,4102.396800008137,0,1,1,[403]
112,2,omelette,breakfast,bbc,BBC Food,ok,1,1,0,1888.3213000081014,0,0,0,[200]
113,2,omelette,breakfast,simply,Simply Recipes,temporarily_unavailable,0,0,1,3967.2644000092987,0,1,1,[403]
114,2,omelette,breakfast,serious,Serious Eats,temporarily_unavailable,0,0,1,3714.1062000009697,0,1,1,[403]
115,2,ramen,main,bbc,BBC Food,ok,1,1,0,2345.4290999798104,0,0,0,[200]
116,2,ramen,main,simply,Simply Recipes,temporarily_unavailable,0,0,1,3195.0880000076722,0,1,1,[403]
117,2,ramen,main,serious,Serious Eats,temporarily_unavailable,0,0,1,3319.815299997572,0,1,1,[403]
118,2,stir fry,main,bbc,BBC Food,ok,1,1,0,2376.749600021867,0,0,0,[200]
119,2,stir fry,main,simply,Simply Recipes,temporarily_unavailable,0,0,1,3240.756000013789,0,1,1,[403]
120,2,stir fry,main,serious,Serious Eats,temporarily_unavailable,0,0,1,3270.216300006723,0,1,1,[403]
121,3,chicken curry,main,bbc,BBC Food,ok,1,1,0,2182.8548000194132,0,0,0,[200]
122,3,chicken curry,main,simply,Simply Recipes,temporarily_unavailable,0,0,1,3232.977400009986,0,1,1,[403]
123,3,chicken curry,main,serious,Serious Eats,temporarily_unavailable,0,0,1,3967.364699987229,0,1,1,[403]
124,3,vegetarian pasta,main,bbc,BBC Food,ok,1,1,0,2431.675300002098,0,0,0,[200]
125,3,vegetarian pasta,main,simply,Simply Recipes,temporarily_unavailable,0,0,1,3278.8167000107933,0,1,1,[403]
126,3,vegetarian pasta,main,serious,Serious Eats,temporarily_unavailable,0,0,1,3772.0556000131182,0,1,1,[403]
127,3,chocolate cake,dessert,bbc,BBC Food,ok,1,1,0,1847.9801999928895,0,0,0,[200]
128,3,chocolate cake,dessert,simply,Simply Recipes,temporarily_unavailable,0,0,1,4123.218799999449,0,1,1,[403]
129,3,chocolate cake,dessert,serious,Serious Eats,temporarily_unavailable,0,0,1,3521.4764999982435,0,1,1,[403]
130,3,beef stew,main,bbc,BBC Food,ok,1,1,0,2952.5825000018813,0,0,0,[200]
131,3,beef stew,main,simply,Simply Recipes,temporarily_unavailable,0,0,1,3841.7049999989104,0,1,1,[403]
132,3,beef stew,main,serious,Serious Eats,temporarily_unavailable,0,0,1,3225.239799998235,0,1,1,[403]
133,3,mushroom soup,main,bbc,BBC Food,ok,1,1,0,1981.020899984287,0,0,0,[200]
134,3,mushroom soup,main,simply,Simply Recipes,temporarily_unavailable,0,0,1,3495.6073999928776,0,1,1,[403]
135,3,mushroom soup,main,serious,Serious Eats,temporarily_unavailable,0,0,1,3587.0690000010654,0,1,1,[403]
136,3,salmon,main,bbc,BBC Food,ok,1,1,0,2838.15009999671,0,0,0,[200]
137,3,salmon,main,simply,Simply Recipes,temporarily_unavailable,0,0,1,5334.0967999829445,0,1,1,[403]
138,3,salmon,main,serious,Serious Eats,temporarily_unavailable,0,0,1,3094.431200006511,0,1,1,[403]
139,3,lentil dal,main,bbc,BBC Food,ok,1,1,0,2133.418999990681,0,0,0,[200]
140,3,lentil dal,main,simply,Simply Recipes,temporarily_unavailable,0,0,1,4063.6949999898206,0,1,1,[403]
141,3,lentil dal,main,serious,Serious Eats,temporarily_unavailable,0,0,1,3327.466099988669,0,1,1,[403]
142,3,apple pie,dessert,bbc,BBC Food,ok,1,1,0,2085.280499974033,0,0,0,[200]
143,3,apple pie,dessert,simply,Simply Recipes,temporarily_unavailable,0,0,1,3463.3740999852307,0,1,1,[403]
144,3,apple pie,dessert,serious,Serious Eats,temporarily_unavailable,0,0,1,3347.348299983423,0,1,1,[403]
145,3,lasagne,main,bbc,BBC Food,ok,1,1,0,2604.961100005312,0,0,0,[200]
146,3,lasagne,main,simply,Simply Recipes,temporarily_unavailable,0,0,1,5399.713700026041,0,1,1,[403]
147,3,lasagne,main,serious,Serious Eats,temporarily_unavailable,0,0,1,5762.055300001521,0,1,1,[403]
148,3,thai curry,main,bbc,BBC Food,ok,1,1,0,3146.5349000063725,0,0,0,[200]
149,3,thai curry,main,simply,Simply Recipes,temporarily_unavailable,0,0,1,4143.454899982316,0,1,1,[403]
150,3,thai curry,main,serious,Serious Eats,temporarily_unavailable,0,0,1,3909.4741999870166,0,1,1,[403]
151,3,brownies,dessert,bbc,BBC Food,ok,1,1,0,3328.7736999918707,0,0,0,[200]
152,3,brownies,dessert,simply,Simply Recipes,temporarily_unavailable,0,0,1,3979.9444999953266,0,1,1,[403]
153,3,brownies,dessert,serious,Serious Eats,temporarily_unavailable,0,0,1,3217.264200007776,0,1,1,[403]
154,3,risotto,main,bbc,BBC Food,ok,1,1,0,2209.980199986603,0,0,0,[200]
155,3,risotto,main,simply,Simply Recipes,temporarily_unavailable,0,0,1,3422.9223000002094,0,1,1,[403]
156,3,risotto,main,serious,Serious Eats,temporarily_unavailable,0,0,1,3220.2033999783453,0,1,1,[403]
157,3,vegan burger,main,bbc,BBC Food,ok,1,1,0,2886.707800003933,0,0,0,[200]
158,3,vegan burger,main,simply,Simply Recipes,temporarily_unavailable,0,0,1,3300.618500012206,0,1,1,[403]
159,3,vegan burger,main,serious,Serious Eats,temporarily_unavailable,0,0,1,3839.6632999938447,0,1,1,[403]
160,3,banana bread,dessert,bbc,BBC Food,ok,1,1,0,2383.0525999946985,0,0,0,[200]
161,3,banana bread,dessert,simply,Simply Recipes,temporarily_unavailable,0,0,1,4015.5062999983784,0,1,1,[403]
162,3,banana bread,dessert,serious,Serious Eats,temporarily_unavailable,0,0,1,4022.8876999753993,0,1,1,[403]
163,3,roast chicken,main,bbc,BBC Food,ok,1,1,0,2920.850700000301,0,0,0,[200]
164,3,roast chicken,main,simply,Simply Recipes,temporarily_unavailable,0,0,1,3183.134799997788,0,1,1,[403]
165,3,roast chicken,main,serious,Serious Eats,temporarily_unavailable,0,0,1,4080.86670000921,0,1,1,[403]
166,3,tacos,main,bbc,BBC Food,ok,1,1,0,3046.768800006248,0,0,0,[200]
167,3,tacos,main,simply,Simply Recipes,temporarily_unavailable,0,0,1,3580.3727000020444,0,1,1,[403]
168,3,tacos,main,serious,Serious Eats,temporarily_unavailable,0,0,1,3789.3905000237282,0,1,1,[403]
169,3,pancakes,breakfast,bbc,BBC Food,ok,1,1,0,2174.3932999961544,0,0,0,[200]
170,3,pancakes,breakfast,simply,Simply Recipes,temporarily_unavailable,0,0,1,3534.3757000227924,0,1,1,[403]
171,3,pancakes,breakfast,serious,Serious Eats,temporarily_unavailable,0,0,1,4070.086799998535,0,1,1,[403]
172,3,omelette,breakfast,bbc,BBC Food,ok,1,1,0,2596.4299000042956,0,0,0,[200]
173,3,omelette,breakfast,simply,Simply Recipes,temporarily_unavailable,0,0,1,3270.6918999901973,0,1,1,[403]
174,3,omelette,breakfast,serious,Serious Eats,temporarily_unavailable,0,0,1,3199.219300004188,0,1,1,[403]
175,3,ramen,main,bbc,BBC Food,ok,1,1,0,2909.0561000048183,0,0,0,[200]
176,3,ramen,main,simply,Simply Recipes,temporarily_unavailable,0,0,1,3327.649200015003,0,1,1,[403]
177,3,ramen,main,serious,Serious Eats,temporarily_unavailable,0,0,1,3461.7448000062723,0,1,1,[403]
178,3,stir fry,main,bbc,BBC Food,ok,1,1,0,2716.9040000007953,0,0,0,[200]
179,3,stir fry,main,simply,Simply Recipes,temporarily_unavailable,0,0,1,3674.6465000032913,0,1,1,[403]
180,3,stir fry,main,serious,Serious Eats,temporarily_unavailable,0,0,1,3667.2409000166226,0,1,1,[403]
181,4,chicken curry,main,bbc,BBC Food,ok,1,1,0,2409.968799998751,0,0,0,[200]
182,4,chicken curry,main,simply,Simply Recipes,temporarily_unavailable,0,0,1,3562.738200009335,0,1,1,[403]
183,4,chicken curry,main,serious,Serious Eats,temporarily_unavailable,0,0,1,3943.2537999819033,0,1,1,[403]
184,4,vegetarian pasta,main,bbc,BBC Food,ok,1,1,0,2311.303800001042,0,0,0,[200]
185,4,vegetarian pasta,main,simply,Simply Recipes,temporarily_unavailable,0,0,1,3336.1864000034984,0,1,1,[403]
186,4,vegetarian pasta,main,serious,Serious Eats,temporarily_unavailable,0,0,1,3596.9581999816,0,1,1,[403]
187,4,chocolate cake,dessert,bbc,BBC Food,ok,1,1,0,2367.967199999839,0,0,0,[200]
188,4,chocolate cake,dessert,simply,Simply Recipes,temporarily_unavailable,0,0,1,3284.665299986955,0,1,1,[403]
189,4,chocolate cake,dessert,serious,Serious Eats,temporarily_unavailable,0,0,1,3778.1832000182476,0,1,1,[403]
190,4,beef stew,main,bbc,BBC Food,ok,1,1,0,1918.394799984526,0,0,0,[200]
191,4,beef stew,main,simply,Simply Recipes,temporarily_unavailable,0,0,1,4067.19180001528,0,1,1,[403]
192,4,beef stew,main,serious,Serious Eats,temporarily_unavailable,0,0,1,3997.7976999944076,0,1,1,[403]
193,4,mushroom soup,main,bbc,BBC Food,ok,1,1,0,1806.899200018961,0,0,0,[200]
194,4,mushroom soup,main,simply,Simply Recipes,temporarily_unavailable,0,0,1,3330.0176999764517,0,1,1,[403]
195,4,mushroom soup,main,serious,Serious Eats,temporarily_unavailable,0,0,1,3960.7154999976046,0,1,1,[403]
196,4,salmon,main,bbc,BBC Food,ok,1,1,0,3112.552400009008,0,0,0,[200]
197,4,salmon,main,simply,Simply Recipes,temporarily_unavailable,0,0,1,3421.5355000051204,0,1,1,[403]
198,4,salmon,main,serious,Serious Eats,temporarily_unavailable,0,0,1,3149.3388000235427,0,1,1,[403]
199,4,lentil dal,main,bbc,BBC Food,ok,1,1,0,3018.5102999967057,0,0,0,[200]
200,4,lentil dal,main,simply,Simply Recipes,temporarily_unavailable,0,0,1,3632.0247999974526,0,1,1,[403]
201,4,lentil dal,main,serious,Serious Eats,temporarily_unavailable,0,0,1,4013.305699976627,0,1,1,[403]
202,4,apple pie,dessert,bbc,BBC Food,ok,1,1,0,2138.411799998721,0,0,0,[200]
203,4,apple pie,dessert,simply,Simply Recipes,temporarily_unavailable,0,0,1,3901.818499987712,0,1,1,[403]
204,4,apple pie,dessert,serious,Serious Eats,temporarily_unavailable,0,0,1,3400.5793999822345,0,1,1,[403]
205,4,lasagne,main,bbc,BBC Food,ok,1,1,0,3131.7976000136696,0,0,0,[200]
206,4,lasagne,main,simply,Simply Recipes,temporarily_unavailable,0,0,1,5068.975200003479,0,1,1,[403]
207,4,lasagne,main,serious,Serious Eats,temporarily_unavailable,0,0,1,5038.226400007261,0,1,1,[403]
208,4,thai curry,main,bbc,BBC Food,ok,1,1,0,2074.6982999844477,0,0,0,[200]
209,4,thai curry,main,simply,Simply Recipes,temporarily_unavailable,0,0,1,3271.554999984801,0,1,1,[403]
210,4,thai curry,main,serious,Serious Eats,temporarily_unavailable,0,0,1,3672.987900004955,0,1,1,[403]
211,4,brownies,dessert,bbc,BBC Food,ok,1,1,0,2316.2133999867365,0,0,0,[200]
212,4,brownies,dessert,simply,Simply Recipes,temporarily_unavailable,0,0,1,3622.713000018848,0,1,1,[403]
213,4,brownies,dessert,serious,Serious Eats,temporarily_unavailable,0,0,1,3689.354899979662,0,1,1,[403]
214,4,risotto,main,bbc,BBC Food,ok,1,1,0,2961.9092000066303,0,0,0,[200]
215,4,risotto,main,simply,Simply Recipes,temporarily_unavailable,0,0,1,4173.580300004687,0,1,1,[403]
216,4,risotto,main,serious,Serious Eats,temporarily_unavailable,0,0,1,3121.1575000197627,0,1,1,[403]
217,4,vegan burger,main,bbc,BBC Food,ok,1,1,0,2080.7581999979448,0,0,0,[200]
218,4,vegan burger,main,simply,Simply Recipes,temporarily_unavailable,0,0,1,3054.097999993246,0,1,1,[403]
219,4,vegan burger,main,serious,Serious Eats,temporarily_unavailable,0,0,1,3834.7267999779433,0,1,1,[403]
220,4,banana bread,dessert,bbc,BBC Food,ok,1,1,0,2290.9061000100337,0,0,0,[200]
221,4,banana bread,dessert,simply,Simply Recipes,temporarily_unavailable,0,0,1,3753.2070000015665,0,1,1,[403]
222,4,banana bread,dessert,serious,Serious Eats,temporarily_unavailable,0,0,1,3539.3514999886975,0,1,1,[403]
223,4,roast chicken,main,bbc,BBC Food,ok,1,1,0,1774.7596999979578,0,0,0,[200]
224,4,roast chicken,main,simply,Simply Recipes,temporarily_unavailable,0,0,1,3217.6864000211935,0,1,1,[403]
225,4,roast chicken,main,serious,Serious Eats,temporarily_unavailable,0,0,1,3974.7787000087555,0,1,1,[403]
226,4,tacos,main,bbc,BBC Food,ok,1,1,0,2924.099900003057,0,0,0,[200]
227,4,tacos,main,simply,Simply Recipes,temporarily_unavailable,0,0,1,3943.792800011579,0,1,1,[403]
228,4,tacos,main,serious,Serious Eats,temporarily_unavailable,0,0,1,3669.7974000126123,0,1,1,[403]
229,4,pancakes,breakfast,bbc,BBC Food,ok,1,1,0,1681.9942999863997,0,0,0,[200]
230,4,pancakes,breakfast,simply,Simply Recipes,temporarily_unavailable,0,0,1,3513.351000001421,0,1,1,[403]
231,4,pancakes,breakfast,serious,Serious Eats,temporarily_unavailable,0,0,1,3911.4878000109456,0,1,1,[403]
232,4,omelette,breakfast,bbc,BBC Food,ok,1,1,0,3061.0712000052445,0,0,0,[200]
233,4,omelette,breakfast,simply,Simply Recipes,temporarily_unavailable,0,0,1,3996.0471999947913,0,1,1,[403]
234,4,omelette,breakfast,serious,Serious Eats,temporarily_unavailable,0,0,1,3488.210999988951,0,1,1,[403]
235,4,ramen,main,bbc,BBC Food,ok,1,1,0,1790.9325999789871,0,0,0,[200]
236,4,ramen,main,simply,Simply Recipes,temporarily_unavailable,0,0,1,4100.065200007521,0,1,1,[403]
237,4,ramen,main,serious,Serious Eats,temporarily_unavailable,0,0,1,3998.0388000258245,0,1,1,[403]
238,4,stir fry,main,bbc,BBC Food,ok,1,1,0,2426.8682000110857,0,0,0,[200]
239,4,stir fry,main,simply,Simply Recipes,temporarily_unavailable,0,0,1,3159.233200014569,0,1,1,[403]
240,4,stir fry,main,serious,Serious Eats,temporarily_unavailable,0,0,1,3991.849699988961,0,1,1,[403]
241,5,chicken curry,main,bbc,BBC Food,ok,1,1,0,3455.645700014429,0,0,0,[200]
242,5,chicken curry,main,simply,Simply Recipes,temporarily_unavailable,0,0,1,3962.8837000054773,0,1,1,[403]
243,5,chicken curry,main,serious,Serious Eats,temporarily_unavailable,0,0,1,3909.965300001204,0,1,1,[403]
244,5,vegetarian pasta,main,bbc,BBC Food,ok,1,1,0,2279.166799999075,0,0,0,[200]
245,5,vegetarian pasta,main,simply,Simply Recipes,temporarily_unavailable,0,0,1,3420.7265000150073,0,1,1,[403]
246,5,vegetarian pasta,main,serious,Serious Eats,temporarily_unavailable,0,0,1,3958.606200001668,0,1,1,[403]
247,5,chocolate cake,dessert,bbc,BBC Food,ok,1,1,0,3309.7342000110075,0,0,0,[200]
248,5,chocolate cake,dessert,simply,Simply Recipes,temporarily_unavailable,0,0,1,3840.760599996429,0,1,1,[403]
249,5,chocolate cake,dessert,serious,Serious Eats,temporarily_unavailable,0,0,1,3327.73720001569,0,1,1,[403]
250,5,beef stew,main,bbc,BBC Food,ok,1,1,0,2388.484900002368,0,0,0,[200]
251,5,beef stew,main,simply,Simply Recipes,temporarily_unavailable,0,0,1,3957.79409998795,0,1,1,[403]
252,5,beef stew,main,serious,Serious Eats,temporarily_unavailable,0,0,1,3869.4207000080496,0,1,1,[403]
253,5,mushroom soup,main,bbc,BBC Food,ok,1,1,0,2592.235200019786,0,0,0,[200]
