source,trials,success_rate,success_rate_ci_low,success_rate_ci_high,rate_403,source_unavailable_rate,fallback_activation_rate,fallback_ci_low,fallback_ci_high,recipes_mean,recipes_median,recipes_mean_ci_low,recipes_mean_ci_high,recipes_median_ci_low,recipes_median_ci_high,latency_p50_ms,latency_p95_ms,latency_median_ci_low,latency_median_ci_high,completeness_mean,completeness_median,completeness_mean_ci_low,completeness_mean_ci_high,availability_rate,availability_ci_low,availability_ci_high
bbc,100,1.0,0.9630065017930143,1.0,0.0,0.0,0.0,0.0,0.03699349820698569,1.0,1.0,1.0,1.0,1.0,1.0,2509.013299990329,3310.3887350094737,2385.768749998533,2632.279000012204,1.0,1.0,1.0,1.0,1.0,0.9630065017930143,1.0
serious,100,0.0,0.0,0.03699349820698569,1.0,1.0,1.0,0.9630065017930143,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3601.569449994713,4691.425954991427,3521.4764999982435,3714.1062000009697,,,,,0.0,0.0,0.03699349820698569
simply,100,0.0,0.0,0.03699349820698569,1.0,1.0,1.0,0.9630065017930143,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3601.5428500104463,5241.674625003361,3452.0583499979693,3707.8982499951962,,,,,0.0,0.0,0.03699349820698569
