source,trials,success_rate,success_ci_low,success_ci_high,availability_rate,availability_ci_low,availability_ci_high,rate_403,source_unavailable_rate,fallback_activation_rate,fallback_ci_low,fallback_ci_high,recipes_mean,recipes_median,recipes_mean_ci_low,recipes_mean_ci_high,recipes_median_ci_low,recipes_median_ci_high,latency_p50_ms,latency_p95_ms,latency_median_ci_low,latency_median_ci_high
bbc,8,1.0,0.6755924351161198,1.0,1.0,0.6755924351161198,1.0,0.0,0.0,0.0,0.0,0.32440756488388034,2.0,2.0,2.0,2.0,2.0,2.0,7044.667949999848,8193.460104999895,6543.862799999715,7867.227899999762
bbcgoodfood,8,1.0,0.6755924351161198,1.0,1.0,0.6755924351161198,1.0,0.0,0.0,0.0,0.0,0.32440756488388034,2.0,2.0,2.0,2.0,2.0,2.0,6707.0864500001335,6994.209364999961,6065.235400000347,6944.800199999918
foodafactoflife,8,1.0,0.6755924351161198,1.0,1.0,0.6755924351161198,1.0,0.0,0.0,0.0,0.0,0.32440756488388034,1.5,1.5,1.125,1.875,1.0,2.0,5551.218200000221,7264.462449999995,4882.604999999785,6498.7215000001015
ocado,8,1.0,0.6755924351161198,1.0,1.0,0.6755924351161198,1.0,0.0,0.0,0.0,0.0,0.32440756488388034,2.0,2.0,2.0,2.0,2.0,2.0,6462.135550000085,7062.532699999952,6216.061800000261,6576.431499999671
realfooddietitians,8,1.0,0.6755924351161198,1.0,1.0,0.6755924351161198,1.0,0.0,0.0,0.0,0.0,0.32440756488388034,2.0,2.0,2.0,2.0,2.0,2.0,7777.691150000237,9097.800450000044,6956.69880000014,8608.283499999743
tomkerridge,8,1.0,0.6755924351161198,1.0,1.0,0.6755924351161198,1.0,0.0,0.0,0.0,0.0,0.32440756488388034,1.875,2.0,1.625,2.0,2.0,2.0,8341.53184999991,8646.602129999928,7866.3666000002195,8645.017299999836
