source,query,recipe_url,raw_has_artifact,cleaned_has_artifact
simply,chicken curry,https://www.simplyrecipes.com/korean-curry-rice-recipe-11727095,0,0
simply,vegetarian pasta,https://www.simplyrecipes.com/recipes/greek_pasta_salad/,0,0
simply,chocolate cake,https://www.simplyrecipes.com/flourless-chocolate-cake-recipe-6504181,0,0
