run_idx,repeat,query,query_category,source,source_name,source_status,recipes_found,success,has_403,latency_ms,fallback_external_used,fallback_mirror_used,source_unavailable,http_statuses
1,1,chicken curry,main,bbc,BBC Food,ok,1,1,0,4727.625500003342,0,0,0,[200]
2,1,chicken curry,main,simply,Simply Recipes,temporarily_unavailable,0,0,1,15814.604999992298,1,1,1,"[202, 403]"
3,1,chicken curry,main,serious,Serious Eats,temporarily_unavailable,0,0,1,57697.35090000904,1,1,1,"[202, 403]"
4,1,vegetarian pasta,main,bbc,BBC Food,ok,1,1,0,4344.964599993546,0,0,0,[200]
5,1,vegetarian pasta,main,simply,Simply Recipes,temporarily_unavailable,0,0,1,15366.098200000124,1,1,1,"[202, 403]"
6,1,vegetarian pasta,main,serious,Serious Eats,temporarily_unavailable,0,0,1,56179.66969998088,1,1,1,"[202, 403]"
7,1,chocolate cake,dessert,bbc,BBC Food,ok,1,1,0,3713.9810000080615,0,0,0,[200]
8,1,chocolate cake,dessert,simply,Simply Recipes,temporarily_unavailable,0,0,1,16328.754699992714,1,1,1,"[202, 403]"
9,1,chocolate cake,dessert,serious,Serious Eats,partial,1,1,1,86326.47060000454,1,1,0,"[202, 403]"
10,1,beef stew,main,bbc,BBC Food,ok,1,1,0,4770.00260000932,0,0,0,[200]
11,1,beef stew,main,simply,Simply Recipes,temporarily_unavailable,0,0,1,13800.395600002958,1,1,1,"[202, 403]"
12,1,beef stew,main,serious,Serious Eats,temporarily_unavailable,0,0,1,14305.034800025169,1,1,1,"[202, 403]"
13,1,mushroom soup,main,bbc,BBC Food,ok,1,1,0,4224.46480000508,0,0,0,[200]
14,1,mushroom soup,main,simply,Simply Recipes,temporarily_unavailable,0,0,1,15138.762799993856,1,1,1,"[202, 403]"
15,1,mushroom soup,main,serious,Serious Eats,temporarily_unavailable,0,0,1,14869.517599989194,1,1,1,"[202, 403]"
16,1,salmon,main,bbc,BBC Food,ok,1,1,0,4875.334199983627,0,0,0,[200]
17,1,salmon,main,simply,Simply Recipes,temporarily_unavailable,0,0,1,16589.08960002009,1,1,1,"[202, 403]"
18,1,salmon,main,serious,Serious Eats,temporarily_unavailable,0,0,1,16246.279299986782,1,1,1,"[202, 403]"
19,1,lentil dal,main,bbc,BBC Food,ok,1,1,0,3967.2424999880604,0,0,0,[200]
20,1,lentil dal,main,simply,Simply Recipes,temporarily_unavailable,0,0,1,16024.742299981881,1,1,1,"[202, 403]"
21,1,lentil dal,main,serious,Serious Eats,temporarily_unavailable,0,0,1,56785.8353999909,1,1,1,[403]
22,1,apple pie,dessert,bbc,BBC Food,ok,1,1,0,4315.944900008617,0,0,0,[200]
23,1,apple pie,dessert,simply,Simply Recipes,temporarily_unavailable,0,0,1,57685.30140002258,1,1,1,[403]
24,1,apple pie,dessert,serious,Serious Eats,temporarily_unavailable,0,0,1,55888.951000000816,1,1,1,[403]
25,1,lasagne,main,bbc,BBC Food,ok,1,1,0,4720.104200008791,0,0,0,[200]
26,1,lasagne,main,simply,Simply Recipes,temporarily_unavailable,0,0,1,59418.21189998882,1,1,1,[403]
27,1,lasagne,main,serious,Serious Eats,temporarily_unavailable,0,0,1,59228.46980000031,1,1,1,[403]
28,1,thai curry,main,bbc,BBC Food,ok,1,1,0,4758.627300005173,0,0,0,[200]
29,1,thai curry,main,simply,Simply Recipes,temporarily_unavailable,0,0,1,57401.39069998986,1,1,1,[403]
30,1,thai curry,main,serious,Serious Eats,temporarily_unavailable,0,0,1,57257.04810000025,1,1,1,[403]
31,1,brownies,dessert,bbc,BBC Food,ok,1,1,0,4409.176400018623,0,0,0,[200]
32,1,brownies,dessert,simply,Simply Recipes,temporarily_unavailable,0,0,1,57249.28190000355,1,1,1,[403]
33,1,brownies,dessert,serious,Serious Eats,temporarily_unavailable,0,0,1,56529.060100001516,1,1,1,[403]
34,1,risotto,main,bbc,BBC Food,ok,1,1,0,5219.0410000039265,0,0,0,[200]
35,1,risotto,main,simply,Simply Recipes,temporarily_unavailable,0,0,1,56873.10160000925,1,1,1,[403]
36,1,risotto,main,serious,Serious Eats,temporarily_unavailable,0,0,1,56759.086900012335,1,1,1,[403]
37,1,vegan burger,main,bbc,BBC Food,ok,1,1,0,4580.048200004967,0,0,0,[200]
38,1,vegan burger,main,simply,Simply Recipes,temporarily_unavailable,0,0,1,56944.56380000338,1,1,1,[403]
39,1,vegan burger,main,serious,Serious Eats,temporarily_unavailable,0,0,1,57538.68900000816,1,1,1,[403]
40,1,banana bread,dessert,bbc,BBC Food,ok,1,1,0,4539.01190002216,0,0,0,[200]
41,1,banana bread,dessert,simply,Simply Recipes,temporarily_unavailable,0,0,1,55929.178599995794,1,1,1,[403]
42,1,banana bread,dessert,serious,Serious Eats,temporarily_unavailable,0,0,1,56555.47019999358,1,1,1,[403]
43,1,roast chicken,main,bbc,BBC Food,ok,1,1,0,4192.071700002998,0,0,0,[200]
44,1,roast chicken,main,simply,Simply Recipes,temporarily_unavailable,0,0,1,56967.06249998533,1,1,1,[403]
45,1,roast chicken,main,serious,Serious Eats,temporarily_unavailable,0,0,1,58026.06780000497,1,1,1,[403]
46,1,tacos,main,bbc,BBC Food,ok,1,1,0,4053.9734000049066,0,0,0,[200]
47,1,tacos,main,simply,Simply Recipes,temporarily_unavailable,0,0,1,59078.98489999934,1,1,1,[403]
