run_idx,repeat,query,query_category,source,source_name,source_status,recipes_found,success,has_403,latency_ms,fallback_external_used,fallback_mirror_used,source_unavailable,http_statuses
48,1,tacos,main,serious,Serious Eats,temporarily_unavailable,0,0,1,56533.8576999784,1,1,1,[403]
49,1,pancakes,breakfast,bbc,BBC Food,ok,1,1,0,4073.2622999930754,0,0,0,[200]
50,1,pancakes,breakfast,simply,Simply Recipes,temporarily_unavailable,0,0,1,56868.541200004984,1,1,1,[403]
51,1,pancakes,breakfast,serious,Serious Eats,temporarily_unavailable,0,0,1,58464.75339998142,1,1,1,[403]
52,1,omelette,breakfast,bbc,BBC Food,ok,1,1,0,5371.212199999718,0,0,0,[200]
53,1,omelette,breakfast,simply,Simply Recipes,temporarily_unavailable,0,0,1,56541.32779999054,1,1,1,[403]
54,1,omelette,breakfast,serious,Serious Eats,temporarily_unavailable,0,0,1,57896.908099995926,1,1,1,[403]
55,1,ramen,main,bbc,BBC Food,ok,1,1,0,4384.883099992294,0,0,0,[200]
56,1,ramen,main,simply,Simply Recipes,temporarily_unavailable,0,0,1,58674.99040000257,1,1,1,[403]
57,1,ramen,main,serious,Serious Eats,temporarily_unavailable,0,0,1,58312.99000000581,1,1,1,[403]
58,1,stir fry,main,bbc,BBC Food,ok,1,1,0,4201.348099973984,0,0,0,[200]
59,1,stir fry,main,simply,Simply Recipes,temporarily_unavailable,0,0,1,56958.14260002226,1,1,1,[403]
60,1,stir fry,main,serious,Serious Eats,temporarily_unavailable,0,0,1,56593.09549999307,1,1,1,[403]
61,2,chicken curry,main,bbc,BBC Food,ok,1,1,0,4705.359799991129,0,0,0,[200]
62,2,chicken curry,main,simply,Simply Recipes,temporarily_unavailable,0,0,1,57440.505399979884,1,1,1,[403]
63,2,chicken curry,main,serious,Serious Eats,temporarily_unavailable,0,0,1,56960.300400009146,1,1,1,[403]
64,2,vegetarian pasta,main,bbc,BBC Food,ok,1,1,0,4704.8264000040945,0,0,0,[200]
65,2,vegetarian pasta,main,simply,Simply Recipes,temporarily_unavailable,0,0,1,57473.94239998539,1,1,1,[403]
66,2,vegetarian pasta,main,serious,Serious Eats,temporarily_unavailable,0,0,1,57823.611300002085,1,1,1,[403]
67,2,chocolate cake,dessert,bbc,BBC Food,ok,1,1,0,5392.3446999979205,0,0,0,[200]
68,2,chocolate cake,dessert,simply,Simply Recipes,temporarily_unavailable,0,0,1,57977.40849998081,1,1,1,[403]
69,2,chocolate cake,dessert,serious,Serious Eats,temporarily_unavailable,0,0,1,57328.19000000018,1,1,1,[403]
70,2,beef stew,main,bbc,BBC Food,ok,1,1,0,6316.190100013046,0,0,0,[200]
71,2,beef stew,main,simply,Simply Recipes,temporarily_unavailable,0,0,1,55630.81709999824,1,1,1,[403]
72,2,beef stew,main,serious,Serious Eats,temporarily_unavailable,0,0,1,57943.30610000179,1,1,1,[403]
73,2,mushroom soup,main,bbc,BBC Food,ok,1,1,0,4951.909300027182,0,0,0,[200]
74,2,mushroom soup,main,simply,Simply Recipes,temporarily_unavailable,0,0,1,57776.92910001497,1,1,1,[403]
75,2,mushroom soup,main,serious,Serious Eats,temporarily_unavailable,0,0,1,57444.98100000783,1,1,1,[403]
76,2,salmon,main,bbc,BBC Food,ok,1,1,0,4133.944999979576,0,0,0,[200]
77,2,salmon,main,simply,Simply Recipes,temporarily_unavailable,0,0,1,57942.93960000505,1,1,1,[403]
78,2,salmon,main,serious,Serious Eats,temporarily_unavailable,0,0,1,56982.664099981776,1,1,1,[403]
79,2,lentil dal,main,bbc,BBC Food,ok,1,1,0,5227.108599996427,0,0,0,[200]
80,2,lentil dal,main,simply,Simply Recipes,temporarily_unavailable,0,0,1,57620.67340000067,1,1,1,[403]
81,2,lentil dal,main,serious,Serious Eats,temporarily_unavailable,0,0,1,57858.588200004306,1,1,1,[403]
82,2,apple pie,dessert,bbc,BBC Food,ok,1,1,0,5415.289700002177,0,0,0,[200]
83,2,apple pie,dessert,simply,Simply Recipes,temporarily_unavailable,0,0,1,57833.60489999177,1,1,1,[403]
84,2,apple pie,dessert,serious,Serious Eats,temporarily_unavailable,0,0,1,60166.16480000084,1,1,1,[403]
85,2,lasagne,main,bbc,BBC Food,ok,1,1,0,4880.414599989308,0,0,0,[200]
86,2,lasagne,main,simply,Simply Recipes,temporarily_unavailable,0,0,1,59782.31059998507,1,1,1,[403]
87,2,lasagne,main,serious,Serious Eats,temporarily_unavailable,0,0,1,57964.3483000109,1,1,1,[403]
88,2,thai curry,main,bbc,BBC Food,ok,1,1,0,4876.324499986367,0,0,0,[200]
89,2,thai curry,main,simply,Simply Recipes,temporarily_unavailable,0,0,1,57892.557500017574,1,1,1,[403]
90,2,thai curry,main,serious,Serious Eats,temporarily_unavailable,0,0,1,57473.61970000202,1,1,1,[403]
91,2,brownies,dessert,bbc,BBC Food,ok,1,1,0,4902.120799990371,0,0,0,[200]
92,2,brownies,dessert,simply,Simply Recipes,temporarily_unavailable,0,0,1,56626.91369999084,1,1,1,[403]
93,2,brownies,dessert,serious,Serious Eats,temporarily_unavailable,0,0,1,57030.707099998835,1,1,1,[403]
94,2,risotto,main,bbc,BBC Food,ok,1,1,0,4557.58959997911,0,0,0,[200]
95,2,risotto,main,simply,Simply Recipes,temporarily_unavailable,0,0,1,57690.88479998754,1,1,1,[403]
96,2,risotto,main,serious,Serious Eats,temporarily_unavailable,0,0,1,56795.209700008854,1,1,1,[403]
97,2,vegan burger,main,bbc,BBC Food,ok,1,1,0,4603.650999983074,0,0,0,[200]
98,2,vegan burger,main,simply,Simply Recipes,temporarily_unavailable,0,0,1,56266.80519999354,1,1,1,[403]
99,2,vegan burger,main,serious,Serious Eats,temporarily_unavailable,0,0,1,58268.56769999722,1,1,1,[403]
100,2,banana bread,dessert,bbc,BBC Food,ok,1,1,0,4437.8570999833755,0,0,0,[200]
101,2,banana bread,dessert,simply,Simply Recipes,partial,1,1,1,77245.16150000272,1,1,0,[403]
102,2,banana bread,dessert,serious,Serious Eats,temporarily_unavailable,0,0,1,57001.28369999584,1,1,1,[403]
103,2,roast chicken,main,bbc,BBC Food,ok,1,1,0,5387.610000005225,0,0,0,[200]
104,2,roast chicken,main,simply,Simply Recipes,partial,1,1,1,90645.26119999937,1,1,0,[403]
105,2,roast chicken,main,serious,Serious Eats,temporarily_unavailable,0,0,1,57418.697899993276,1,1,1,[403]
106,2,tacos,main,bbc,BBC Food,ok,1,1,0,5213.3213999914005,0,0,0,[200]
107,2,tacos,main,simply,Simply Recipes,temporarily_unavailable,0,0,1,56918.6267000041,1,1,1,[403]
108,2,tacos,main,serious,Serious Eats,partial,1,1,1,126256.01549999556,1,1,0,[403]
109,2,pancakes,breakfast,bbc,BBC Food,ok,1,1,0,5333.154399995692,0,0,0,[200]
110,2,pancakes,breakfast,simply,Simply Recipes,temporarily_unavailable,0,0,1,58657.9695000255,1,1,1,[403]
111,2,pancakes,breakfast,serious,Serious Eats,temporarily_unavailable,0,0,1,129354.30039998027,1,1,1,[403]
112,2,omelette,breakfast,bbc,BBC Food,ok,1,1,0,4698.406800016528,0,0,0,[200]
113,2,omelette,breakfast,simply,Simply Recipes,temporarily_unavailable,0,0,1,57379.02550000581,1,1,1,[403]
114,2,omelette,breakfast,serious,Serious Eats,temporarily_unavailable,0,0,1,86209.9633999751,1,1,1,[403]
115,2,ramen,main,bbc,BBC Food,ok,1,1,0,5050.249599997187,0,0,0,[200]
116,2,ramen,main,simply,Simply Recipes,temporarily_unavailable,0,0,1,56651.580500009004,1,1,1,[403]
117,2,ramen,main,serious,Serious Eats,partial,1,1,1,127143.24060000945,1,1,0,[403]
118,2,stir fry,main,bbc,BBC Food,ok,1,1,0,5305.944300023839,0,0,0,[200]
119,2,stir fry,main,simply,Simply Recipes,temporarily_unavailable,0,0,1,57677.11730001611,1,1,1,[403]
120,2,stir fry,main,serious,Serious Eats,temporarily_unavailable,0,0,1,102587.7164999838,1,1,1,[403]
121,3,chicken curry,main,bbc,BBC Food,ok,1,1,0,5088.477299985243,0,0,0,[200]
122,3,chicken curry,main,simply,Simply Recipes,temporarily_unavailable,0,0,1,56420.62620000797,1,1,1,[403]
123,3,chicken curry,main,serious,Serious Eats,temporarily_unavailable,0,0,1,125340.34940000856,1,1,1,[403]
124,3,vegetarian pasta,main,bbc,BBC Food,ok,1,1,0,4781.572400010191,0,0,0,[200]
